index,f_g_small_i_count,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_fullstop_wo_whitespace_count,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_emoticons_count,f_i_happy_emoticons_count,f_i_question_count,f_i_exclamation_count,f_o_sentiment_score_neg,f_o_sentiment_score_neu,f_o_sentiment_score_pos,f_o_he_she_ratio,f_o_swear_word_count,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,f_p_pos_common_noun_ratio,f_p_pos_proper_noun_ratio,f_p_pos_base_adjective_ratio,f_p_pos_comparative_adjective_ratio,f_p_pos_superlative_adjective_ratio,f_p_pos_base_adverb_ratio,f_p_pos_comparative_adverb_ratio,f_p_pos_superlative_adverb_ratio,f_p_pos_infinitive_verb_ratio,f_p_pos_present_tense_1st_2nd_person_verb_ratio,f_p_pos_present_tense_3rd_person_verb_ratio,f_p_pos_past_tense_verb_ratio,f_p_pos_present_participle_verb_ratio,f_p_pos_past_participle_verb_ratio,f_p_pos_modal_auxiliary_verb_ratio,f_p_pos_pronoun_ratio,f_p_pos_genetive_ratio,f_p_pos_interjection_ratio,f_p_pos_foreign_word_ratio,f_p_pos_numeral_ratio,f_p_pos_parenthesis_ratio
2056,0,0,10,0,0,0,0,9,0,0,4,10,0.364294,0.5585402,0.07716577,2.125,1,3074,679,30,97,0,69,505,27,0,49,154,3.732,3.732,1.98,1.98,2.716,0.227,0.0,0.772,0.168,0.093,0.022,0.001,0.0,0.034,0.003,0.0,0.022,0.007,0.004,0.119,0.01,0.009,0.001,0.109,0.0,0.0,0.0,0.0,0.0
3062,0,1,11,3,0,0,3,8,0,1,4,7,0.01622243,0.33857703,0.6452005,0.6666666666666666,0,3011,668,45,132,5,94,447,27,0,68,193,3.743,3.743,2.279,2.279,2.107,0.289,0.0,0.809,0.139,0.075,0.036,0.001,0.003,0.048,0.0,0.0,0.04,0.013,0.022,0.034,0.025,0.018,0.01,0.094,0.0,0.003,0.0,0.01,0.012
3634,0,0,13,2,0,0,0,12,0,0,1,11,0.22693929,0.5031945,0.2698662,1.0,0,3059,699,44,137,0,70,485,27,1,99,210,3.617,3.617,2.331,2.331,2.269,0.3,0.0,0.816,0.147,0.017,0.041,0.0,0.003,0.043,0.0,0.0,0.031,0.013,0.004,0.096,0.021,0.02,0.007,0.136,0.0,0.003,0.0,0.006,0.0
3108,0,0,3,0,0,0,0,5,0,0,4,0,0.41836345,0.52021074,0.06142576,3.0,1,3088,684,37,103,0,74,473,25,0,60,187,3.746,3.746,2.252,2.252,2.327,0.273,0.0,0.801,0.145,0.063,0.037,0.001,0.001,0.064,0.0,0.003,0.054,0.007,0.013,0.073,0.016,0.01,0.012,0.11,0.0,0.003,0.0,0.003,0.0
452,0,22,12,0,0,0,0,13,0,0,0,0,0.43860605,0.45964533,0.10174862,16.0,4,3054,757,37,138,0,166,582,26,0,166,172,3.324,3.324,2.059,2.059,2.619,0.227,0.0,0.776,0.123,0.048,0.017,0.0,0.0,0.067,0.001,0.0,0.036,0.029,0.005,0.083,0.029,0.005,0.005,0.168,0.0,0.001,0.0,0.003,0.0
2301,0,0,14,0,0,0,0,18,0,0,2,5,0.04061586,0.3371921,0.622192,0.1,3,3044,693,35,99,0,94,501,26,0,95,136,3.635,3.635,2.005,2.005,2.739,0.196,0.0,0.751,0.141,0.071,0.038,0.001,0.01,0.059,0.0,0.001,0.014,0.014,0.01,0.095,0.007,0.004,0.006,0.136,0.0,0.0,0.0,0.007,0.0
1327,0,0,14,0,0,0,0,15,0,0,1,0,0.40136528,0.5355225,0.06311219,0.47368421052631576,2,3056,686,41,113,1,92,510,27,0,83,165,3.703,3.703,2.079,2.079,2.541,0.241,0.0,0.782,0.109,0.095,0.032,0.004,0.0,0.054,0.0,0.0,0.032,0.019,0.007,0.109,0.023,0.017,0.007,0.101,0.0,0.0,0.0,0.004,0.0
2944,0,0,26,0,0,0,1,33,0,0,13,7,0.2728309,0.59485734,0.1323118,3.2,1,3093,815,62,306,7,120,639,27,0,198,138,3.239,3.239,1.898,1.898,3.159,0.169,0.0,0.735,0.121,0.069,0.028,0.001,0.001,0.055,0.0,0.0,0.053,0.022,0.017,0.052,0.01,0.009,0.016,0.093,0.0,0.001,0.001,0.007,0.0
2049,0,0,15,0,0,0,0,15,0,0,10,0,0.34274718,0.6037774,0.053475432,0.9285714285714286,1,3078,712,32,100,0,76,539,27,0,80,133,3.541,3.541,1.83,1.83,2.859,0.187,0.0,0.745,0.118,0.058,0.028,0.0,0.001,0.063,0.0,0.0,0.045,0.027,0.021,0.079,0.017,0.013,0.011,0.131,0.0,0.001,0.0,0.001,0.0
880,0,0,5,0,0,1,0,7,0,0,0,0,0.155976,0.65077597,0.19324806,0.3333333333333333,1,3028,652,28,89,0,73,474,26,0,43,152,3.791,3.791,2.295,2.295,2.489,0.233,0.0,0.775,0.149,0.038,0.058,0.0,0.0,0.049,0.0,0.0,0.037,0.002,0.006,0.1,0.018,0.032,0.011,0.13,0.0,0.0,0.0,0.005,0.0
3724,0,0,6,1,0,0,0,5,0,0,5,0,0.3390142,0.53823966,0.12274612,0.14634146341463414,0,2975,664,22,93,2,57,490,26,0,51,124,3.669,3.669,2.024,2.024,2.838,0.187,0.0,0.742,0.11,0.059,0.035,0.0,0.002,0.08,0.002,0.0,0.042,0.011,0.009,0.096,0.018,0.024,0.008,0.149,0.0,0.002,0.002,0.005,0.0
623,0,4,32,5,0,0,1,35,0,0,10,11,0.18853582,0.61102283,0.20044138,1.25,3,3048,761,69,222,15,109,579,26,0,139,185,3.401,3.401,2.244,2.244,2.52,0.243,0.0,0.787,0.138,0.06,0.05,0.001,0.0,0.041,0.0,0.0,0.017,0.016,0.013,0.074,0.018,0.004,0.004,0.088,0.0,0.0,0.001,0.011,0.0
2393,0,0,49,2,0,0,0,47,0,0,7,11,0.14356737,0.6230978,0.23333487,0.45454545454545453,0,3011,794,83,269,0,133,608,26,1,145,187,3.247,3.247,2.017,2.017,2.836,0.236,0.0,0.783,0.122,0.092,0.016,0.0,0.0,0.018,0.001,0.0,0.013,0.014,0.006,0.083,0.02,0.009,0.004,0.091,0.0,0.004,0.001,0.025,0.0
3540,0,0,4,1,0,0,1,1,0,0,1,0,0.4423353,0.48243555,0.07522917,8.333333333333334,3,3025,621,36,75,0,69,408,26,0,23,194,4.005,4.005,2.414,2.414,2.164,0.312,0.0,0.819,0.169,0.063,0.06,0.0,0.0,0.035,0.003,0.002,0.043,0.005,0.0,0.103,0.011,0.011,0.013,0.095,0.0,0.0,0.0,0.002,0.0
1787,0,63,4,4,0,2,1,13,0,0,4,16,0.120473444,0.49483517,0.38469136,4.0,2,2928,684,25,145,0,354,517,26,1,164,191,3.534,3.534,2.171,2.171,2.124,0.279,0.0,0.805,0.117,0.206,0.039,0.0,0.0,0.039,0.0,0.0,0.034,0.015,0.054,0.009,0.012,0.013,0.003,0.06,0.0,0.003,0.034,0.001,0.018
262,0,0,17,0,0,0,1,19,0,0,1,3,0.24052341,0.6032634,0.15621321,0.631578947368421,6,3076,749,48,162,0,69,577,27,0,118,186,3.423,3.423,1.997,1.997,2.574,0.248,0.0,0.79,0.14,0.005,0.035,0.0,0.001,0.048,0.001,0.0,0.045,0.035,0.004,0.06,0.027,0.008,0.019,0.183,0.0,0.0,0.0,0.012,0.0
1634,0,1,12,2,0,0,0,11,0,0,2,5,0.6257116,0.33400103,0.040287286,0.9285714285714286,1,3056,686,41,105,0,67,481,26,0,80,205,3.697,3.697,2.122,2.122,2.213,0.299,0.0,0.815,0.143,0.039,0.044,0.0,0.003,0.06,0.001,0.0,0.044,0.017,0.015,0.082,0.01,0.022,0.012,0.117,0.0,0.003,0.001,0.004,0.0
3369,0,0,15,0,0,0,0,16,0,0,9,0,0.43972504,0.41894028,0.14133467,0.17647058823529413,1,2997,705,52,139,4,73,536,27,0,80,187,3.516,3.516,2.032,2.032,2.439,0.265,0.0,0.798,0.132,0.027,0.045,0.0,0.0,0.05,0.006,0.0,0.023,0.023,0.013,0.084,0.017,0.031,0.011,0.14,0.0,0.001,0.0,0.0,0.0
1438,0,1,7,1,0,0,1,13,0,0,0,0,0.3008085,0.5765161,0.12267533,0.3,0,3092,735,33,109,0,78,563,27,0,85,169,3.429,3.429,1.761,1.761,2.597,0.23,0.0,0.777,0.158,0.054,0.034,0.0,0.001,0.069,0.001,0.0,0.023,0.012,0.011,0.091,0.008,0.011,0.005,0.118,0.0,0.004,0.0,0.001,0.0
2198,0,1,19,0,0,0,1,19,0,0,6,1,0.48545977,0.47366327,0.04087698,0.7142857142857143,3,3077,760,31,146,9,89,581,26,0,133,184,3.375,3.375,1.967,1.967,2.542,0.242,0.0,0.786,0.158,0.061,0.026,0.001,0.001,0.037,0.001,0.0,0.045,0.029,0.013,0.058,0.014,0.009,0.009,0.134,0.0,0.003,0.0,0.009,0.0
1969,0,0,9,0,0,0,0,10,0,0,2,0,0.42690298,0.49203947,0.08105758,0.8421052631578947,2,3073,685,47,111,0,78,489,27,0,54,194,3.705,3.705,2.179,2.179,2.276,0.283,0.0,0.807,0.114,0.05,0.039,0.006,0.0,0.064,0.004,0.0,0.042,0.015,0.0,0.08,0.025,0.029,0.009,0.137,0.0,0.0,0.0,0.0,0.0
2520,0,4,27,1,0,0,2,31,2,0,9,12,0.40082964,0.48776364,0.11140667,4.75,8,3060,769,57,217,0,124,604,27,0,136,193,3.346,3.346,2.034,2.034,2.555,0.251,0.0,0.792,0.124,0.079,0.042,0.001,0.0,0.046,0.003,0.0,0.033,0.012,0.007,0.07,0.025,0.008,0.005,0.096,0.0,0.005,0.0,0.005,0.001
1802,0,1,6,3,0,0,3,6,0,1,17,3,0.1552715,0.4471485,0.39757997,4.0,2,3091,708,51,149,4,115,494,27,0,92,205,3.609,3.609,2.341,2.341,2.133,0.29,0.0,0.811,0.14,0.073,0.044,0.0,0.001,0.048,0.001,0.0,0.032,0.024,0.01,0.061,0.03,0.013,0.008,0.102,0.0,0.001,0.0,0.016,0.006
640,0,4,5,1,0,1,0,8,0,1,4,6,0.31943393,0.4881916,0.19237453,1.0,0,3064,720,58,189,0,156,539,27,0,128,197,3.518,3.518,2.155,2.155,2.278,0.274,0.0,0.803,0.118,0.089,0.053,0.0,0.0,0.072,0.001,0.001,0.053,0.017,0.014,0.032,0.01,0.014,0.022,0.126,0.0,0.0,0.0,0.004,0.0
3816,0,2,21,0,0,0,0,24,0,0,7,3,0.30790067,0.59250295,0.09959637,3.5,3,2959,702,44,126,0,106,515,26,0,114,149,3.517,3.517,1.964,1.964,2.639,0.212,0.0,0.764,0.115,0.094,0.026,0.0,0.001,0.051,0.0,0.0,0.04,0.028,0.009,0.078,0.016,0.006,0.006,0.114,0.0,0.001,0.0,0.001,0.0
2385,0,0,12,0,0,1,0,12,0,0,4,0,0.19675903,0.61446613,0.18877482,1.0,2,3092,699,49,126,0,66,507,25,0,69,200,3.652,3.652,2.176,2.176,2.354,0.286,0.0,0.809,0.16,0.02,0.047,0.001,0.0,0.044,0.001,0.0,0.041,0.017,0.001,0.073,0.033,0.006,0.016,0.162,0.0,0.003,0.0,0.0,0.0
2598,0,0,8,0,0,0,0,8,0,0,0,0,0.087075695,0.488756,0.4241683,0.3888888888888889,2,3099,696,41,107,0,54,508,26,0,62,199,3.664,3.664,2.0,2.0,2.336,0.286,0.0,0.809,0.147,0.02,0.045,0.003,0.001,0.047,0.003,0.0,0.047,0.009,0.007,0.085,0.024,0.011,0.016,0.159,0.0,0.0,0.0,0.004,0.0
3617,0,0,18,0,0,0,0,18,0,0,5,0,0.2374546,0.65446013,0.10808529,1.0,3,3059,711,48,127,0,60,536,27,0,77,182,3.56,3.56,1.956,1.956,2.46,0.256,0.0,0.792,0.166,0.02,0.031,0.001,0.0,0.044,0.0,0.001,0.03,0.025,0.008,0.087,0.01,0.01,0.007,0.173,0.0,0.0,0.001,0.006,0.0
1959,0,0,14,0,0,0,0,18,0,0,1,0,0.27670425,0.604268,0.119027734,0.5,2,3077,724,43,142,0,96,533,26,0,112,191,3.519,3.519,2.222,2.222,2.366,0.264,0.0,0.798,0.11,0.052,0.037,0.004,0.0,0.057,0.0,0.0,0.039,0.017,0.012,0.07,0.023,0.012,0.01,0.149,0.0,0.001,0.001,0.001,0.0
2976,0,11,3,2,0,3,0,16,0,0,6,16,0.48007637,0.45725325,0.06267038,2.4,2,2994,695,33,125,0,119,518,27,0,100,179,3.583,3.583,2.049,2.049,2.34,0.258,0.0,0.793,0.138,0.076,0.042,0.001,0.0,0.055,0.001,0.0,0.039,0.026,0.06,0.02,0.012,0.003,0.01,0.105,0.0,0.004,0.0,0.007,0.003
488,0,5,11,0,0,0,1,17,1,0,5,9,0.26618254,0.6406138,0.09320364,2.3333333333333335,0,2972,733,44,206,1,131,556,25,3,136,194,3.394,3.394,2.036,2.036,2.242,0.265,0.0,0.799,0.123,0.068,0.035,0.004,0.001,0.05,0.001,0.0,0.042,0.023,0.018,0.045,0.011,0.015,0.012,0.108,0.0,0.004,0.0,0.01,0.0
1843,0,0,8,1,0,0,1,7,1,1,0,2,0.2898569,0.5093722,0.20077088,0.05555555555555555,4,3058,649,36,88,3,72,432,26,0,58,226,3.898,3.898,2.332,2.332,2.003,0.348,0.0,0.837,0.199,0.054,0.04,0.006,0.002,0.042,0.0,0.0,0.018,0.018,0.054,0.02,0.034,0.012,0.003,0.089,0.0,0.0,0.0,0.006,0.002
1734,0,1,6,1,0,1,0,16,0,0,4,1,0.47595793,0.45545292,0.068589136,9.0,1,2992,720,35,195,0,102,533,27,0,116,170,3.456,3.456,2.198,2.198,2.526,0.236,0.0,0.781,0.128,0.078,0.031,0.001,0.001,0.042,0.003,0.001,0.04,0.022,0.019,0.051,0.01,0.014,0.011,0.121,0.0,0.0,0.001,0.003,0.0
2911,0,0,22,5,0,0,1,18,0,0,8,3,0.29024392,0.586468,0.12328816,3.125,1,3068,750,54,163,0,74,579,26,0,91,158,3.388,3.388,2.077,2.077,2.737,0.211,0.0,0.765,0.108,0.037,0.036,0.001,0.0,0.048,0.0,0.005,0.043,0.009,0.013,0.081,0.021,0.008,0.011,0.161,0.0,0.0,0.0,0.009,0.0
3219,0,5,6,0,0,0,0,9,0,0,1,0,0.3586553,0.4802104,0.1611343,0.3333333333333333,0,3060,704,34,111,0,81,520,26,1,79,164,3.577,3.577,2.114,2.114,2.514,0.233,0.0,0.778,0.151,0.038,0.038,0.001,0.001,0.072,0.003,0.0,0.033,0.014,0.004,0.081,0.018,0.016,0.007,0.142,0.0,0.003,0.0,0.001,0.0
146,0,0,2,0,0,0,0,1,0,0,0,0,0.05828986,0.66152215,0.280188,1.6,1,3057,673,33,67,0,48,500,27,0,43,143,3.678,3.678,1.832,1.832,2.703,0.212,0.0,0.762,0.146,0.037,0.031,0.004,0.0,0.067,0.003,0.0,0.051,0.01,0.003,0.1,0.021,0.007,0.006,0.175,0.0,0.0,0.0,0.001,0.0
1534,0,2,0,0,0,2,0,1,0,0,1,0,0.52428687,0.37743595,0.098277204,0.09090909090909091,2,3070,714,35,122,3,84,532,24,0,110,210,3.529,3.529,2.316,2.316,2.303,0.294,0.0,0.814,0.154,0.013,0.041,0.001,0.003,0.067,0.0,0.0,0.049,0.035,0.021,0.035,0.028,0.008,0.008,0.133,0.0,0.0,0.0,0.007,0.0
1986,0,0,7,0,0,0,0,9,0,0,3,0,0.4250665,0.49238965,0.08254385,4.166666666666667,2,3035,679,49,109,0,63,482,27,0,66,212,3.708,3.708,2.217,2.217,2.219,0.312,0.0,0.821,0.161,0.029,0.059,0.001,0.001,0.052,0.0,0.0,0.019,0.007,0.007,0.099,0.029,0.018,0.004,0.125,0.0,0.0,0.001,0.003,0.0
1369,0,0,21,2,0,0,0,23,0,0,10,7,0.026925303,0.308564,0.6645107,3.0,0,3079,759,53,154,2,116,577,27,0,135,149,3.379,3.379,2.017,2.017,2.654,0.196,0.0,0.755,0.101,0.046,0.025,0.0,0.001,0.046,0.0,0.0,0.065,0.038,0.017,0.059,0.018,0.004,0.014,0.145,0.0,0.004,0.0,0.001,0.0
2450,0,0,22,0,0,0,0,23,0,0,4,2,0.23944186,0.5998659,0.16069219,4.0,0,3089,714,60,160,0,81,516,26,1,91,190,3.655,3.655,2.343,2.343,2.454,0.266,0.0,0.799,0.164,0.059,0.031,0.001,0.0,0.056,0.003,0.0,0.014,0.014,0.001,0.081,0.031,0.014,0.003,0.083,0.0,0.004,0.0,0.003,0.0
3747,0,0,12,0,0,0,0,9,0,0,0,0,0.045616455,0.5120655,0.44231814,4.5,1,3052,700,47,124,0,88,502,27,0,75,149,3.591,3.591,2.243,2.243,2.662,0.213,0.0,0.764,0.121,0.05,0.037,0.003,0.001,0.049,0.003,0.0,0.023,0.016,0.001,0.12,0.007,0.013,0.01,0.139,0.0,0.003,0.0,0.007,0.0
3002,0,0,1,0,0,0,0,1,0,0,3,0,0.48282844,0.4587405,0.05843102,1.0,1,3008,650,30,69,0,41,455,27,0,18,166,3.751,3.751,2.005,2.005,2.444,0.255,0.0,0.789,0.137,0.02,0.029,0.0,0.002,0.066,0.003,0.003,0.031,0.009,0.003,0.114,0.022,0.012,0.008,0.152,0.0,0.0,0.0,0.006,0.0
2811,0,0,4,0,0,0,0,5,0,0,0,0,0.48042074,0.46932778,0.05025148,0.08333333333333333,3,2938,623,25,55,0,51,446,26,1,28,167,3.836,3.836,1.872,1.872,2.387,0.268,0.0,0.795,0.125,0.047,0.022,0.002,0.0,0.071,0.0,0.0,0.032,0.011,0.002,0.117,0.022,0.01,0.01,0.14,0.0,0.002,0.0,0.006,0.0
659,0,5,1,0,0,0,0,15,0,0,2,11,0.23524353,0.61522985,0.14952664,1.3333333333333333,0,3041,721,30,141,0,131,540,26,2,117,163,3.487,3.487,1.992,1.992,2.603,0.226,0.0,0.774,0.13,0.115,0.026,0.003,0.001,0.057,0.0,0.0,0.029,0.012,0.06,0.025,0.012,0.004,0.008,0.107,0.0,0.007,0.0,0.006,0.003
1794,0,126,1,1,0,0,1,17,0,0,1,21,0.54162395,0.3880851,0.070291005,11.0,1,3031,736,34,189,0,610,595,27,2,244,170,3.406,3.406,1.906,1.906,2.322,0.231,0.0,0.778,0.095,0.193,0.026,0.0,0.0,0.064,0.0,0.0,0.034,0.031,0.056,0.018,0.005,0.001,0.015,0.095,0.0,0.003,0.0,0.003,0.003
3420,0,0,22,0,0,0,0,24,0,0,9,1,0.24824801,0.6404864,0.11126562,1.8181818181818181,4,3078,721,48,150,0,77,531,26,0,90,200,3.566,3.566,2.132,2.132,2.326,0.277,0.0,0.805,0.141,0.046,0.029,0.0,0.0,0.047,0.003,0.0,0.033,0.014,0.008,0.067,0.032,0.01,0.01,0.144,0.0,0.003,0.0,0.006,0.0
2511,0,2,33,0,0,0,0,37,0,0,10,7,0.18043545,0.57234925,0.24721529,1.2222222222222223,3,3095,807,67,249,8,115,630,27,0,168,186,3.279,3.279,2.28,2.28,2.717,0.23,0.0,0.781,0.13,0.073,0.043,0.001,0.0,0.03,0.001,0.0,0.025,0.035,0.012,0.059,0.011,0.004,0.005,0.115,0.0,0.006,0.0,0.004,0.0
3397,0,0,18,1,0,1,1,18,0,0,9,1,0.21400128,0.5516633,0.23433542,0.07692307692307693,3,3097,710,47,124,0,65,521,24,0,82,206,3.625,3.625,2.117,2.117,2.328,0.29,0.0,0.812,0.169,0.054,0.044,0.0,0.0,0.031,0.0,0.001,0.023,0.02,0.006,0.075,0.032,0.011,0.008,0.096,0.0,0.0,0.0,0.003,0.0
186,0,0,27,0,0,1,2,29,0,0,14,14,0.27476862,0.6257532,0.09947817,0.8888888888888888,0,3035,771,90,287,0,126,586,27,0,154,151,3.345,3.345,2.044,2.044,2.866,0.196,0.0,0.755,0.099,0.078,0.016,0.001,0.0,0.058,0.001,0.0,0.048,0.017,0.016,0.089,0.008,0.008,0.014,0.105,0.0,0.004,0.0,0.001,0.0
1147,0,1,20,1,0,0,8,22,0,0,12,12,0.26975802,0.59725344,0.13298854,1.8181818181818181,2,3099,760,54,157,1,94,582,26,0,103,158,3.388,3.388,1.96,1.96,2.705,0.208,0.0,0.763,0.126,0.071,0.045,0.0,0.0,0.047,0.003,0.0,0.028,0.014,0.017,0.083,0.009,0.003,0.007,0.122,0.0,0.001,0.0,0.001,0.0
3272,0,6,2,0,0,0,0,6,0,0,2,1,0.41445634,0.481794,0.10374966,16.0,1,3067,740,30,101,1,126,568,25,3,112,142,3.359,3.359,1.949,1.949,2.772,0.192,0.0,0.75,0.109,0.036,0.036,0.001,0.001,0.076,0.0,0.0,0.05,0.036,0.005,0.068,0.007,0.011,0.012,0.161,0.0,0.0,0.0,0.003,0.0
608,0,0,2,0,0,0,0,2,0,0,0,0,0.44335192,0.4799988,0.07664927,11.0,3,3027,604,30,62,0,46,376,25,0,23,209,4.139,4.139,2.446,2.446,2.041,0.346,0.0,0.834,0.195,0.026,0.066,0.003,0.0,0.068,0.0,0.0,0.028,0.01,0.002,0.066,0.022,0.026,0.013,0.075,0.0,0.0,0.0,0.002,0.0
2191,0,0,0,0,0,0,0,1,0,0,1,0,0.59704834,0.34873164,0.054219976,1.5625,7,3053,696,41,98,0,64,495,27,0,89,196,3.611,3.611,2.25,2.25,2.408,0.282,0.0,0.806,0.178,0.046,0.037,0.001,0.0,0.052,0.0,0.0,0.036,0.01,0.006,0.092,0.01,0.029,0.004,0.128,0.0,0.003,0.0,0.003,0.0
2799,0,2,6,1,0,1,1,7,1,1,1,4,0.28475943,0.5074312,0.20780931,0.5,9,3079,654,30,94,4,90,429,26,0,64,248,3.908,3.908,2.317,2.317,1.874,0.379,0.0,0.85,0.19,0.083,0.057,0.005,0.003,0.032,0.0,0.0,0.024,0.029,0.044,0.012,0.023,0.008,0.003,0.057,0.0,0.005,0.002,0.008,0.002
1930,0,0,27,3,0,0,0,24,0,0,10,9,0.5716168,0.3729247,0.055458486,0.36363636363636365,2,3064,763,73,181,0,98,572,27,0,109,177,3.362,3.362,2.069,2.069,2.552,0.232,0.0,0.78,0.134,0.038,0.05,0.0,0.0,0.043,0.001,0.0,0.039,0.025,0.012,0.066,0.014,0.009,0.008,0.125,0.0,0.003,0.0,0.001,0.0
3029,0,1,21,0,0,0,0,20,0,0,9,7,0.33376306,0.5406706,0.1255664,1.5833333333333333,0,3085,764,74,176,1,109,589,26,0,134,204,3.374,3.374,2.106,2.106,2.403,0.267,0.0,0.801,0.131,0.042,0.043,0.001,0.001,0.047,0.0,0.0,0.03,0.014,0.024,0.08,0.009,0.01,0.012,0.161,0.0,0.0,0.0,0.004,0.0
197,0,0,26,3,0,0,0,29,0,0,9,3,0.41454476,0.5224209,0.06303437,0.7916666666666666,1,3026,714,61,195,5,80,513,26,0,109,197,3.613,3.613,2.364,2.364,2.333,0.276,0.0,0.804,0.122,0.034,0.045,0.003,0.003,0.056,0.0,0.0,0.028,0.013,0.004,0.09,0.017,0.013,0.013,0.16,0.0,0.001,0.001,0.004,0.0
2931,0,0,16,1,0,0,0,14,0,0,17,4,0.4037969,0.45318198,0.14302108,0.14285714285714285,2,3084,723,85,190,0,121,516,27,0,129,164,3.559,3.559,2.435,2.435,2.476,0.227,0.0,0.775,0.112,0.044,0.048,0.0,0.0,0.059,0.001,0.0,0.039,0.026,0.025,0.055,0.022,0.007,0.012,0.14,0.0,0.003,0.0,0.0,0.0
2327,0,0,11,0,0,0,0,13,0,0,2,1,0.35316336,0.5358041,0.11103256,3.5,3,3052,734,48,132,0,82,553,27,0,95,191,3.42,3.42,2.063,2.063,2.399,0.26,0.0,0.796,0.135,0.045,0.027,0.004,0.003,0.054,0.0,0.0,0.041,0.019,0.011,0.078,0.019,0.011,0.01,0.125,0.0,0.001,0.0,0.005,0.0
293,0,6,49,10,0,0,0,39,0,0,13,15,0.41919222,0.49216223,0.08864556,1.5,1,3057,798,92,253,0,135,591,26,4,157,184,3.297,3.297,2.11,2.11,2.696,0.231,0.0,0.78,0.129,0.085,0.024,0.0,0.0,0.043,0.004,0.0,0.02,0.014,0.009,0.08,0.018,0.009,0.004,0.083,0.0,0.008,0.001,0.0,0.0
766,0,1,35,3,0,0,0,38,0,0,14,3,0.106333174,0.6763213,0.21734548,12.0,2,3059,801,71,227,2,129,618,26,1,176,135,3.263,3.263,1.955,1.955,3.046,0.169,0.0,0.734,0.082,0.08,0.026,0.0,0.001,0.034,0.0,0.0,0.057,0.039,0.012,0.047,0.011,0.002,0.016,0.126,0.0,0.004,0.0,0.004,0.0
400,0,1,0,0,0,0,0,0,0,0,3,0,0.7245896,0.2492692,0.026141228,0.17391304347826086,2,3013,623,36,78,0,58,405,27,0,40,235,4.0,4.0,2.244,2.244,1.965,0.377,0.0,0.848,0.161,0.029,0.067,0.002,0.0,0.059,0.0,0.0,0.022,0.011,0.006,0.09,0.021,0.03,0.006,0.108,0.0,0.002,0.0,0.005,0.003
122,0,0,6,1,0,0,1,5,0,0,0,0,0.16626118,0.6025702,0.2311686,1.6666666666666667,0,2980,716,11,89,0,83,560,25,2,148,149,3.425,3.425,1.867,1.867,2.754,0.208,0.0,0.761,0.17,0.049,0.043,0.001,0.004,0.054,0.001,0.0,0.038,0.022,0.006,0.073,0.006,0.015,0.001,0.149,0.0,0.001,0.0,0.004,0.0
3255,0,0,21,1,0,0,0,22,0,0,9,1,0.19662064,0.62375444,0.1796249,3.3333333333333335,0,3040,725,53,167,1,109,545,25,0,117,131,3.499,3.499,2.037,2.037,2.959,0.181,0.0,0.74,0.109,0.087,0.046,0.001,0.0,0.032,0.0,0.0,0.019,0.039,0.03,0.069,0.019,0.007,0.006,0.124,0.0,0.003,0.0,0.001,0.0
202,0,0,9,0,0,1,0,10,0,0,3,8,0.23734497,0.6598098,0.102845214,6.5,0,3041,676,44,129,2,80,471,25,0,49,221,3.729,3.729,2.232,2.232,2.188,0.327,0.0,0.828,0.16,0.075,0.037,0.003,0.0,0.053,0.0,0.0,0.031,0.001,0.012,0.059,0.041,0.01,0.009,0.072,0.0,0.0,0.0,0.007,0.003
3510,0,0,13,1,0,0,1,12,0,0,6,0,0.32103038,0.5622423,0.11672732,0.2777777777777778,0,3064,689,41,131,0,76,484,27,0,91,233,3.733,3.733,2.388,2.388,2.146,0.338,0.0,0.834,0.158,0.062,0.041,0.003,0.001,0.033,0.003,0.0,0.054,0.015,0.009,0.055,0.042,0.02,0.009,0.102,0.0,0.0,0.0,0.006,0.003
835,0,0,12,0,0,1,0,13,0,0,4,0,0.20070636,0.5946537,0.20463988,1.9166666666666667,0,3069,712,52,119,0,66,525,26,0,68,183,3.551,3.551,2.106,2.106,2.414,0.257,0.0,0.793,0.145,0.021,0.041,0.0,0.0,0.042,0.0,0.001,0.053,0.01,0.01,0.081,0.025,0.007,0.014,0.145,0.0,0.003,0.0,0.017,0.0
2294,0,2,18,0,0,0,0,23,0,0,8,4,0.077831894,0.428764,0.49340412,1.0,0,3089,728,40,110,0,83,555,27,1,84,145,3.495,3.495,1.827,1.827,2.727,0.199,0.0,0.755,0.128,0.071,0.022,0.0,0.003,0.047,0.0,0.001,0.045,0.026,0.014,0.087,0.023,0.011,0.008,0.124,0.0,0.0,0.0,0.004,0.0
